State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Number_of_death
Meghalaya,Unknown,2018,October,Saturday,14:17,Minor,1,Pedestrian,9,1,Rainy,State Highway,Dry,Dark,Police Checkpost,57,29,Female,None,No,Intersection,12.90313835,87.12126374,1
Sikkim,Unknown,2022,March,Sunday,13:41,Minor,4,Car,9,1,Rainy,State Highway,Wet,Dawn,Police Checkpost,53,61,Female,Valid,No,Intersection,32.52816516,93.95841448,8
Delhi,New Delhi,2020,August,Wednesday,01:50,Fatal,2,Cycle,2,2,Foggy,Village Road,Under Construction,Dusk,Signals,96,26,Male,Valid,Yes,Intersection,23.75157846,86.46342078,5
West Bengal,Kolkata,2021,May,Wednesday,18:24,Fatal,2,Two-Wheeler,1,4,Clear,State Highway,Damaged,Dawn,Police Checkpost,38,21,Male,Valid,Yes,Curve,18.82298825,85.80407396,6
Sikkim,Unknown,2021,December,Friday,17:36,Minor,5,Truck,2,4,Rainy,State Highway,Dry,Dark,Police Checkpost,84,45,Male,Expired,Yes,Straight Road,20.4741567,69.93290918,7
West Bengal,Durgapur,2022,July,Saturday,20:52,Minor,2,Bus,0,4,Hazy,Village Road,Dry,Dark,Police Checkpost,53,65,Male,Expired,Yes,Curve,33.57665017,83.03383264,9
Chhattisgarh,Unknown,2021,May,Friday,16:04,Serious,5,Cycle,5,1,Foggy,National Highway,Dry,Daylight,Signals,45,49,Female,Expired,No,Curve,12.14048788,72.35490102,3
Himachal Pradesh,Unknown,2023,August,Saturday,06:12,Minor,2,Two-Wheeler,2,3,Foggy,National Highway,Dry,Daylight,Signs,49,64,Female,Valid,No,Bridge,23.82820546,89.38557929,7
Uttarakhand,Unknown,2021,December,Friday,16:30,Fatal,1,Pedestrian,7,1,Hazy,Urban Road,Dry,Daylight,None,102,61,Female,Expired,Yes,Curve,21.65899433,82.8544357,9
Delhi,New Delhi,2018,October,Wednesday,01:09,Serious,3,Cycle,4,4,Hazy,State Highway,Damaged,Dusk,Signals,111,22,Male,None,Yes,Bridge,24.50926436,87.7266056,9
Tamil Nadu,Madurai,2020,December,Wednesday,10:20,Serious,3,Two-Wheeler,10,2,Stormy,Urban Road,Damaged,Dark,Signals,90,54,Male,Valid,No,Curve,8.488974963,69.20851412,6
Sikkim,Unknown,2022,January,Sunday,17:03,Serious,4,Pedestrian,9,5,Hazy,State Highway,Wet,Dark,None,90,42,Female,None,No,Straight Road,31.54734554,70.45896847,9
Sikkim,Unknown,2022,July,Wednesday,18:02,Serious,2,Truck,8,1,Clear,Urban Road,Dry,Dark,None,78,22,Male,Valid,No,Curve,33.16719363,88.77337825,6
Maharashtra,Pune,2021,April,Thursday,01:39,Fatal,2,Cycle,10,1,Hazy,National Highway,Damaged,Dawn,None,112,55,Female,None,Yes,Straight Road,23.25859596,70.09044574,4
Goa,Unknown,2018,June,Friday,11:11,Minor,3,Pedestrian,4,2,Stormy,Urban Road,Under Construction,Dark,Signals,46,36,Male,None,No,Intersection,26.80957224,70.06644511,4
Andhra Pradesh,Tirupati,2023,August,Thursday,18:08,Serious,4,Bus,1,1,Stormy,Village Road,Dry,Dawn,Signs,45,53,Female,Expired,No,Bridge,32.90748329,68.35114578,1
Puducherry,Unknown,2022,July,Friday,19:23,Minor,1,Truck,9,0,Foggy,Village Road,Dry,Dawn,Signals,78,40,Male,Expired,Yes,Intersection,27.09544313,95.73854055,6
Meghalaya,Unknown,2020,March,Thursday,19:29,Serious,1,Two-Wheeler,10,2,Foggy,State Highway,Under Construction,Dark,None,119,27,Female,Expired,Yes,Curve,12.11855416,89.38774242,7
Telangana,Unknown,2023,November,Thursday,00:07,Serious,5,Pedestrian,6,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,37,60,Female,None,Yes,Curve,23.55978572,78.24429085,9
Tamil Nadu,Madurai,2020,June,Saturday,21:55,Serious,1,Truck,3,1,Foggy,Urban Road,Wet,Daylight,None,58,70,Male,None,Yes,Straight Road,24.38130625,76.59953186,7
Mizoram,Unknown,2020,July,Wednesday,23:44,Serious,1,Cycle,7,4,Rainy,State Highway,Wet,Dark,Signals,109,60,Male,Valid,No,Curve,19.45152813,78.14139366,5
Andhra Pradesh,Visakhapatnam,2018,December,Friday,00:27,Minor,4,Auto-Rickshaw,1,5,Foggy,Village Road,Wet,Dark,Signals,86,51,Female,Valid,Yes,Straight Road,27.88399436,90.4649524,3
Uttar Pradesh,Varanasi,2023,July,Saturday,08:58,Minor,1,Pedestrian,1,3,Foggy,Urban Road,Wet,Dawn,None,30,59,Male,Valid,Yes,Bridge,33.2279094,87.17974772,3
Chandigarh,Unknown,2018,April,Wednesday,09:55,Minor,5,Pedestrian,9,2,Foggy,Urban Road,Damaged,Daylight,None,81,54,Male,None,No,Straight Road,32.99034985,73.37067147,6
Mizoram,Unknown,2023,February,Sunday,16:59,Minor,2,Bus,2,2,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,56,60,Female,None,Yes,Curve,20.17266303,73.04917072,3
Odisha,Unknown,2022,September,Tuesday,08:08,Fatal,4,Car,6,3,Rainy,Urban Road,Wet,Daylight,Signs,53,40,Female,None,Yes,Bridge,11.05742724,70.85347384,4
Telangana,Unknown,2018,December,Sunday,18:00,Minor,3,Bus,8,2,Clear,State Highway,Under Construction,Daylight,None,114,46,Female,Expired,Yes,Intersection,34.59071237,87.14877887,5
Karnataka,Bangalore,2021,October,Friday,13:08,Minor,1,Pedestrian,2,3,Stormy,Urban Road,Dry,Dawn,Signs,97,37,Male,Expired,No,Straight Road,30.65024833,90.1668072,5
Chhattisgarh,Unknown,2022,January,Saturday,16:40,Serious,1,Car,8,2,Hazy,Village Road,Wet,Dawn,None,109,51,Female,Expired,No,Intersection,11.36589239,75.68634642,7
Kerala,Unknown,2023,July,Saturday,07:11,Serious,4,Cycle,2,0,Rainy,National Highway,Dry,Dawn,None,96,66,Male,None,Yes,Curve,32.86273083,68.60740387,9
Madhya Pradesh,Unknown,2018,August,Thursday,11:19,Minor,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,31.48720178,70.38297836,8
Delhi,Rohini,2018,May,Saturday,19:26,Serious,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,None,Yes,Bridge,22.00862754,96.06794101,8
Puducherry,Unknown,2023,February,Saturday,23:48,Minor,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,23.96443677,76.56789855,1
Gujarat,Vadodara,2021,April,Sunday,21:09,Fatal,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,None,Yes,Straight Road,18.773073,90.30747129,7
Delhi,Dwarka,2021,October,Wednesday,05:12,Serious,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,None,72,19,Female,Expired,No,Intersection,9.478564248,86.1152435,4
West Bengal,Siliguri,2022,March,Sunday,07:43,Minor,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,17.05032552,79.07624955,2
West Bengal,Kolkata,2020,April,Thursday,07:27,Minor,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,29.67704311,73.9649306,7
Bihar,Unknown,2023,December,Monday,01:50,Serious,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,None,No,Intersection,8.125064621,71.52020613,2
Maharashtra,Pune,2022,April,Monday,17:33,Minor,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,17.00447764,85.83537607,1
Mizoram,Unknown,2023,April,Sunday,23:14,Fatal,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,18.75055473,90.46437964,3
Jharkhand,Unknown,2020,August,Thursday,00:49,Minor,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,None,86,53,Female,Expired,Yes,Bridge,22.50968128,86.67322335,1
Jammu and Kashmir,Unknown,2020,March,Monday,06:01,Minor,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,None,Yes,Intersection,32.83610164,83.37876186,8
Arunachal Pradesh,Unknown,2020,July,Friday,13:31,Minor,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,17.35134185,69.21658548,9
Bihar,Unknown,2020,December,Monday,05:34,Serious,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,17.36773645,96.08617455,6
Rajasthan,Udaipur,2023,June,Tuesday,07:25,Fatal,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,None,64,67,Male,Valid,No,Bridge,27.9125337,91.16271156,2
Gujarat,Ahmedabad,2022,December,Friday,11:41,Fatal,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,20.2098844,76.49183906,2
Maharashtra,Pune,2019,February,Saturday,17:31,Minor,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,None,60,38,Female,Expired,No,Intersection,14.06433022,96.41913955,6
Gujarat,Surat,2021,June,Saturday,01:42,Fatal,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,None,37,63,Female,Expired,No,Bridge,20.21586694,85.4545661,8
West Bengal,Kolkata,2021,December,Thursday,08:32,Serious,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,11.80313955,84.89025709,7
Maharashtra,Pune,2022,February,Wednesday,11:27,Fatal,5,Car,6,2,Stormy,State Highway,Wet,Dawn,None,44,36,Female,Expired,Yes,Intersection,12.76244864,89.6941222,8
Meghalaya,Unknown,2021,November,Wednesday,19:51,Fatal,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,None,No,Straight Road,21.45592986,91.54132385,2
Tamil Nadu,Madurai,2020,January,Thursday,19:22,Minor,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,None,114,64,Female,None,Yes,Straight Road,19.31098714,87.03787961,4
Andhra Pradesh,Visakhapatnam,2020,December,Thursday,09:48,Minor,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,None,80,40,Male,None,Yes,Bridge,32.70083933,71.71477664,6
Goa,Unknown,2019,November,Wednesday,21:30,Serious,3,Car,8,2,Stormy,State Highway,Wet,Daylight,None,114,33,Female,Valid,No,Bridge,17.78463528,77.80975767,3
Puducherry,Unknown,2021,March,Thursday,11:52,Minor,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,23.67588546,94.91442557,4
Punjab,Unknown,2022,November,Tuesday,09:44,Fatal,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,None,94,22,Male,Expired,Yes,Bridge,25.07113577,74.51385274,3
Jharkhand,Unknown,2020,June,Thursday,22:16,Serious,1,Bus,8,2,Foggy,Village Road,Dry,Dark,None,120,56,Male,Valid,No,Straight Road,8.353550328,78.79284369,6
Odisha,Unknown,2019,September,Monday,16:12,Serious,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,25.91550904,80.53022961,2
Telangana,Unknown,2022,March,Sunday,09:30,Serious,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,None,No,Bridge,12.80697111,80.7427447,8
Goa,Unknown,2019,April,Thursday,05:36,Fatal,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,33.94889857,85.77524789,3
Kerala,Unknown,2019,March,Friday,15:33,Minor,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,None,38,46,Female,None,Yes,Bridge,12.01389365,95.34919929,2
Odisha,Unknown,2018,March,Monday,05:31,Minor,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,19.19485134,74.98008864,5
Tamil Nadu,Coimbatore,2020,December,Saturday,13:54,Fatal,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,None,80,68,Male,Valid,Yes,Curve,10.30444104,71.52353991,8
Andhra Pradesh,Visakhapatnam,2022,November,Tuesday,13:07,Fatal,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,34.9156048,73.72664421,7
Kerala,Unknown,2018,October,Wednesday,14:56,Serious,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,None,101,62,Male,None,Yes,Curve,21.55926528,93.72082211,2
Andhra Pradesh,Tirupati,2021,April,Monday,06:26,Minor,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,24.07539547,86.72851357,8
Nagaland,Unknown,2021,August,Sunday,16:13,Minor,5,Bus,1,2,Hazy,State Highway,Damaged,Dark,Signs,55,24,Male,None,No,Straight Road,9.811064889,76.29129689,7
Goa,Unknown,2021,September,Sunday,07:29,Minor,5,Auto-Rickshaw,8,5,Clear,State Highway,Wet,Dark,Signals,36,33,Male,None,No,Curve,28.2489327,91.66246123,4
Tamil Nadu,Coimbatore,2021,April,Monday,11:23,Minor,2,Truck,7,0,Stormy,Urban Road,Wet,Dusk,None,30,39,Female,Valid,No,Straight Road,13.66745101,92.97972989,4
Chhattisgarh,Unknown,2020,April,Tuesday,02:23,Minor,3,Car,5,4,Rainy,State Highway,Wet,Daylight,Signs,49,50,Female,Expired,Yes,Intersection,32.24746581,92.54891582,8
Arunachal Pradesh,Unknown,2023,May,Friday,08:34,Minor,1,Pedestrian,2,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,77,66,Male,None,Yes,Straight Road,13.53877029,94.64886948,5
Sikkim,Unknown,2018,October,Saturday,13:27,Fatal,2,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,81,68,Female,None,Yes,Bridge,13.14856846,75.31498959,7
Mizoram,Unknown,2020,February,Thursday,20:53,Minor,4,Cycle,3,2,Rainy,State Highway,Under Construction,Daylight,Signs,83,48,Female,Valid,No,Intersection,8.986841032,89.89621593,6
Delhi,Rohini,2020,March,Saturday,15:03,Serious,3,Auto-Rickshaw,1,5,Clear,State Highway,Dry,Dawn,Signals,97,46,Female,None,No,Straight Road,20.74580752,81.35564542,8
Telangana,Unknown,2022,March,Sunday,16:33,Minor,1,Pedestrian,6,2,Hazy,Urban Road,Dry,Dusk,Signs,76,18,Female,Expired,No,Straight Road,23.2507106,92.41795803,1
Arunachal Pradesh,Unknown,2019,November,Sunday,20:56,Serious,2,Pedestrian,3,2,Clear,National Highway,Wet,Daylight,Signals,50,54,Male,Expired,Yes,Bridge,9.774133265,89.12622964,1
Uttar Pradesh,Lucknow,2020,November,Tuesday,08:12,Minor,1,Pedestrian,9,4,Clear,Village Road,Dry,Daylight,Signs,75,61,Male,Valid,No,Curve,28.93924565,90.51697595,9
Jharkhand,Unknown,2021,May,Monday,02:14,Serious,3,Truck,3,4,Stormy,Urban Road,Wet,Dawn,Signs,75,68,Female,None,No,Straight Road,20.23879854,87.02869329,6
Sikkim,Unknown,2023,October,Sunday,06:39,Minor,3,Auto-Rickshaw,1,2,Rainy,State Highway,Dry,Dark,Police Checkpost,58,67,Male,None,No,Bridge,22.15853727,73.14543431,1
Assam,Unknown,2020,March,Tuesday,03:05,Minor,5,Pedestrian,2,2,Stormy,National Highway,Damaged,Dawn,Police Checkpost,45,30,Female,None,Yes,Straight Road,19.90059417,83.80578065,7
Kerala,Unknown,2023,February,Sunday,19:40,Fatal,3,Two-Wheeler,0,1,Hazy,Village Road,Wet,Dark,None,75,63,Male,Expired,Yes,Curve,18.82060264,96.55542245,8
Uttar Pradesh,Varanasi,2022,September,Saturday,15:44,Serious,2,Cycle,0,0,Clear,National Highway,Dry,Dark,None,92,40,Female,Valid,Yes,Curve,23.11028895,95.18425393,5
Karnataka,Bangalore,2022,December,Thursday,20:14,Minor,1,Two-Wheeler,5,3,Stormy,Village Road,Wet,Dusk,None,76,42,Male,None,No,Bridge,12.19148664,69.25203834,2
Puducherry,Unknown,2021,August,Saturday,11:52,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,100,40,Female,Expired,Yes,Bridge,12.91205952,72.77962966,8
Telangana,Unknown,2023,May,Monday,13:06,Serious,1,Auto-Rickshaw,3,5,Rainy,Village Road,Damaged,Dark,Police Checkpost,55,45,Female,Expired,Yes,Bridge,31.26821177,71.82013443,8
Kerala,Unknown,2020,February,Monday,08:52,Fatal,2,Bus,2,2,Stormy,National Highway,Under Construction,Dawn,None,105,32,Female,Valid,No,Intersection,33.54511748,89.05341739,3
Gujarat,Surat,2022,March,Monday,16:36,Minor,5,Two-Wheeler,6,2,Hazy,National Highway,Wet,Dark,Signals,100,26,Female,Expired,No,Straight Road,18.07935154,91.71577457,8
Odisha,Unknown,2021,June,Thursday,16:41,Serious,5,Bus,5,2,Rainy,Urban Road,Under Construction,Daylight,None,82,70,Female,Expired,Yes,Curve,15.31010617,74.19182962,6
Delhi,Dwarka,2023,October,Tuesday,00:28,Serious,1,Car,10,5,Hazy,Village Road,Damaged,Daylight,Police Checkpost,115,56,Female,None,Yes,Intersection,25.38798767,82.6697281,9
Goa,Unknown,2020,February,Saturday,08:30,Fatal,5,Auto-Rickshaw,9,3,Rainy,Urban Road,Dry,Dawn,Signs,114,57,Female,Valid,No,Straight Road,19.03582262,92.38038781,3
Gujarat,Surat,2018,April,Saturday,06:18,Minor,3,Bus,1,5,Stormy,State Highway,Under Construction,Dark,Signs,31,40,Male,Valid,Yes,Curve,8.685431603,89.2512448,9
Nagaland,Unknown,2019,March,Saturday,02:10,Fatal,3,Cycle,8,0,Stormy,Village Road,Wet,Dark,Police Checkpost,46,62,Male,Expired,No,Curve,12.21612013,83.72487896,9
Gujarat,Surat,2022,January,Wednesday,21:10,Serious,4,Truck,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,Curve,27.33125018,85.12008302,5
Goa,Unknown,2018,June,Sunday,16:22,Fatal,1,Truck,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,None,Yes,Straight Road,25.79094643,82.74245586,6
Mizoram,Unknown,2023,August,Monday,11:24,Fatal,1,Cycle,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,Curve,8.731591798,76.62890509,4
Uttarakhand,Unknown,2018,June,Thursday,22:37,Serious,4,Auto-Rickshaw,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,Straight Road,13.99324837,84.38563779,5
Madhya Pradesh,Unknown,2020,June,Tuesday,12:06,Serious,4,Cycle,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,Curve,14.23901951,87.97767376,4
Meghalaya,Unknown,2022,October,Monday,11:32,Minor,5,Two-Wheeler,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,Curve,26.14110408,93.32636456,4
Nagaland,Unknown,2020,July,Monday,06:13,Fatal,5,Auto-Rickshaw,5,0,Rainy,Urban Road,Under Construction,Dusk,None,75,31,Female,Expired,Yes,Bridge,8.532184519,86.45244927,2
Delhi,Dwarka,2021,January,Friday,05:00,Minor,3,Pedestrian,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,Straight Road,10.81093171,90.07252457,7
Delhi,Dwarka,2023,September,Saturday,14:20,Minor,3,Truck,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,Straight Road,29.59773431,72.64207741,8
Punjab,Unknown,2020,May,Friday,23:17,Minor,2,Pedestrian,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,None,Yes,Straight Road,12.82070588,81.38516676,5
Uttar Pradesh,Kanpur,2023,November,Wednesday,19:28,Minor,5,Truck,8,0,Rainy,Village Road,Wet,Dawn,None,43,56,Male,None,Yes,Straight Road,25.62414491,68.27061697,2
Delhi,New Delhi,2020,July,Friday,21:15,Serious,1,Car,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,Straight Road,14.43093509,75.15368707,2
Madhya Pradesh,Unknown,2018,November,Friday,21:37,Fatal,2,Two-Wheeler,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,Intersection,10.6849176,89.06738974,1
Maharashtra,Nagpur,2022,March,Sunday,06:30,Serious,2,Truck,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,Curve,14.56564916,96.76248859,5
Assam,Unknown,2019,September,Tuesday,22:38,Serious,3,Bus,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,None,Yes,Intersection,27.50120716,70.87616489,1
Jharkhand,Unknown,2022,January,Friday,18:51,Minor,5,Pedestrian,10,4,Stormy,Village Road,Damaged,Dawn,None,86,19,Male,None,No,Bridge,31.10380464,79.64333516,1
Tamil Nadu,Madurai,2023,October,Monday,03:27,Fatal,5,Pedestrian,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,Intersection,30.41593634,91.20205809,9
Punjab,Unknown,2020,January,Tuesday,01:14,Minor,4,Truck,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,Straight Road,18.7239553,73.9170334,6
Sikkim,Unknown,2020,January,Wednesday,17:33,Minor,1,Cycle,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,Straight Road,26.03829869,84.09746353,9
Tamil Nadu,Madurai,2023,November,Saturday,05:54,Minor,1,Auto-Rickshaw,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,Bridge,13.53457598,89.25906758,4
Delhi,New Delhi,2020,January,Wednesday,10:56,Fatal,4,Car,1,1,Rainy,Village Road,Wet,Dusk,None,75,69,Female,Valid,No,Intersection,15.91498872,85.86357806,2
Meghalaya,Unknown,2019,October,Monday,19:31,Minor,3,Truck,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,Bridge,32.2010671,73.4527173,5
Goa,Unknown,2023,September,Wednesday,15:22,Serious,4,Car,6,3,Rainy,National Highway,Damaged,Dusk,None,113,64,Male,Valid,Yes,Intersection,8.351051935,78.30615249,9
Punjab,Unknown,2021,February,Saturday,00:23,Fatal,4,Cycle,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,Bridge,10.30873033,90.72996175,8
Arunachal Pradesh,Unknown,2018,December,Tuesday,11:57,Minor,2,Cycle,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,Straight Road,13.61292889,84.07256891,1
Uttarakhand,Unknown,2023,August,Thursday,12:40,Minor,5,Pedestrian,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,None,No,Straight Road,8.716369505,68.15165879,3
Mizoram,Unknown,2020,December,Tuesday,04:51,Fatal,3,Auto-Rickshaw,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,Bridge,12.89875675,90.06873204,1
Himachal Pradesh,Unknown,2023,December,Saturday,02:42,Fatal,2,Auto-Rickshaw,2,1,Clear,National Highway,Under Construction,Daylight,None,86,24,Female,Expired,Yes,Intersection,23.74212215,69.02402929,2
West Bengal,Kolkata,2021,March,Saturday,04:35,Minor,4,Cycle,10,2,Hazy,Village Road,Dry,Daylight,None,32,68,Male,Expired,Yes,Curve,19.37846287,89.6262797,6
Nagaland,Unknown,2022,February,Monday,04:41,Minor,1,Cycle,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,Intersection,32.1021362,73.87193624,2
Puducherry,Unknown,2023,December,Monday,12:51,Minor,3,Cycle,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,Curve,30.07097617,95.78413092,4
Andhra Pradesh,Visakhapatnam,2018,May,Tuesday,00:25,Minor,2,Bus,6,0,Foggy,Urban Road,Wet,Dark,None,86,24,Female,None,Yes,Straight Road,17.2290685,78.67028179,6
Assam,Unknown,2018,April,Friday,15:50,Serious,3,Pedestrian,4,0,Clear,Village Road,Under Construction,Dusk,None,119,70,Male,Valid,Yes,Bridge,15.0044327,77.48101687,5
Madhya Pradesh,Unknown,2022,January,Sunday,06:48,Serious,3,Cycle,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,Straight Road,18.25169502,72.31775346,3
Himachal Pradesh,Unknown,2021,May,Saturday,00:14,Serious,5,Auto-Rickshaw,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,Bridge,23.93796345,76.86252225,3
Jharkhand,Unknown,2020,August,Tuesday,19:14,Minor,3,Truck,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,None,Yes,Intersection,15.2377183,93.42287209,8
Odisha,Unknown,2019,May,Sunday,10:35,Minor,5,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,Bridge,24.85202051,96.89369579,7
Odisha,Unknown,2018,January,Thursday,08:38,Fatal,4,Car,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,None,No,Bridge,19.05411461,78.68097638,4
Telangana,Unknown,2021,July,Wednesday,21:54,Serious,3,Auto-Rickshaw,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,None,No,Intersection,22.90527388,81.0097083,3
Tripura,Unknown,2021,April,Wednesday,01:39,Minor,3,Truck,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,Straight Road,19.77541629,88.94005721,2
